text,clean_text,lang,sentiment
https://t.co/moXtrDPXWK Greenland is the Louisiana Purchase of 2026. America is buying itself strategic control of the Arctic with lots of metal richness that will also keep China out of there. President Trump is using his business expertise to grow America. Best President!,greenland louisiana purchase america buying strategic control arctic lots metal richness also keep china president trump using business expertise grow america best president,en,positive
@Osint613 That said IF Trump is having invasion plans drawn up it wouldn't surprise me that he has intel that either China or Russia are planning something with Greenland or it's a deflection for something else. I don't think Trump would be stupid enough to invade Greenland without cause,said trump invasion plans drawn surprise intel either china russia planning something greenland deflection something else think trump would stupid enough invade greenland without cause,en,negative
@Atlantislq If Trump ever pushes too hard on Greenland expect EU and NATO reaction to become the key signal,trump ever pushes hard greenland expect eu nato reaction become key signal,en,negative
Pepe Escobar: Trump Greenland NATO Collapse &amp; Global Power Shock https://t.co/6GcFZZ1YHP via @YouTube #BRICS,pepe escobar trump greenland nato collapse amp global power shock via,en,negative
@BarterBlex Black people doesn t want Greenland Donald Trump and his white pedophile supporters do I know that.,black people want greenland donald trump white pedophile supporters know,en,positive
Do you agree with President Trump putting the rest of the world on notice? I say it's about time we are the worlds #1 superpower and it's time we act like it🇺🇸 #Greenland,agree president trump putting rest world notice say time worlds superpower time act like,en,positive
Trump Plans Greenland Takeover Fear Grows | George Conway https://t.co/0YIRtDPu2n via @YouTube Someone please impeach immediately already,trump plans greenland takeover fear grows george conway via someone please impeach immediately already,en,negative
@Redriverraccoon @Cryptoking @IndiaTales7 The status quo is beneficial to all. Denmark is an ally and despite the US's irresponsible threats under Trump the US can still use Greenland for the sake of NATO's military interests. And it is still a territory of Denmark. Great. That's it.,status quo beneficial denmark ally despite us irresponsible threats trump us still use greenland sake nato military interests still territory denmark great,en,positive
What is Battelle Really Doing in Greenland? If exposed Batelle Memorial Institute's activities in Greenland may shed some light on why Trump is so keen on acquiring the island. What has their core sampling revealed? https://t.co/TFWdVjxQbC #Greenland https://t.co/esFadQjhTz,battelle really greenland exposed batelle memorial institute activities greenland may shed light trump keen acquiring island core sampling revealed,en,positive
Not only Putin Trump is not a fun of NATO either. So he would kill two birds with one stone. Invade Greenland destroy NATO and please his favourite dictator Putin.,putin trump fun nato either would kill two birds one stone invade greenland destroy nato please favourite dictator putin,en,negative
@cryptorover They better start preparing to shield greenland away from Trump. Greenland belongs to Denmark and Europe and not American,better start preparing shield greenland away trump greenland belongs denmark europe american,en,positive
@crunchy0ats @JimFergusonUK I think Trump is a clown but I can see the strategic importance of Greenland. I m curious what the Greenlanders want. My guess if that they re browns in the Eskimo sense &amp; they suck up tons of free shit from Denmark because of misplaced white guilt so they re a no on the US.,think trump clown see strategic importance greenland curious greenlanders want guess browns eskimo sense amp suck tons free shit denmark misplaced white guilt us,en,negative
@leroybrwn2 @scooter858 @gator_gum And you still wont answer questions. Why is that? Is it ok for trump to unilaterally board vemezualan tankers? Is it ok for the u.s. to unilaterally take over a country like greenland? Simple yes nor no questions even you should be able to handle them..,still wont answer questions ok trump unilaterally board vemezualan tankers ok u unilaterally take country like greenland simple yes questions even able handle,en,positive
@Maximus762399 @ug_chelsea Lol you you don't have nukes. And Trump is taking Greenland. Now cry more ,lol nukes trump taking greenland cry,en,negative
@WhiteHouse @POTUS Will they investigate you? Or Besset ties to Venezuela or Jarod s who s not congressionally appointed to Israel and the Middle East? Or how about taking over Greenland to destroy NATO for Russia? Or Venezuela for Trump resorts on Cuba? Please do,investigate besset ties venezuela jarod congressionally appointed israel middle east taking greenland destroy nato russia venezuela trump resorts cuba please,en,negative
@Mylovanov We need more of this. The idea that we should take over Greenland by force is so preposterous so reckless that you are at a loss to respond. Congress needs to pass legislation that no money can be used to support any such plan. Trump will pout and scream but too bad.,need idea take greenland force preposterous reckless loss respond congress needs pass legislation money used support plan trump pout scream bad,en,negative
@MorosKostas Putting the silliness aside: if Trump can get the Euros to fortify and protect Greenland and we bring the US forces home from Europe then we can enjoy 70 years of focusing on our homeland and let them pay to defend it !,putting silliness aside trump get euros fortify protect greenland bring us forces home europe enjoy years focusing homeland let pay defend,en,positive
